chip_id,class_label,input_feature_1,input_feature_2,input_feature_3,input_feature_4,input_feature_5,input_feature_6,input_feature_7,input_feature_8,input_feature_9,input_feature_10,input_feature_11,input_feature_12,input_feature_13,input_feature_14,input_feature_15,input_feature_16,input_feature_17,input_feature_18,input_feature_19,input_feature_20,input_feature_21,input_feature_22,input_feature_23,input_feature_24,input_feature_25,input_feature_26,input_feature_27,input_feature_28,input_feature_29,input_feature_30,input_feature_31,input_feature_32,input_feature_33,reconstructed_feature_1,reconstructed_feature_2,reconstructed_feature_3,reconstructed_feature_4,reconstructed_feature_5,reconstructed_feature_6,reconstructed_feature_7,reconstructed_feature_8,reconstructed_feature_9,reconstructed_feature_10,reconstructed_feature_11,reconstructed_feature_12,reconstructed_feature_13,reconstructed_feature_14,reconstructed_feature_15,reconstructed_feature_16,reconstructed_feature_17,reconstructed_feature_18,reconstructed_feature_19,reconstructed_feature_20,reconstructed_feature_21,reconstructed_feature_22,reconstructed_feature_23,reconstructed_feature_24,reconstructed_feature_25,reconstructed_feature_26,reconstructed_feature_27,reconstructed_feature_28,reconstructed_feature_29,reconstructed_feature_30,reconstructed_feature_31,reconstructed_feature_32,reconstructed_feature_33
1,3.0,0.883533835,0.624425709,0.617924988,0.665839076,0.669909954,0.623949468,0.61351949,0.610645354,0.554805696,0.556180775,0.563303947,0.539490938,0.552469552,0.582533002,0.482880503,0.470494509,0.460120529,0.545906007,0.455001831,0.477971315,0.468435109,0.419040889,0.431439936,0.4448286,0.505127907,0.390048146,0.465003043,0.46849215,0.432029366,0.513307512,0.415920407,0.445878476,20.2,0.937372,0.7383162,0.66672707,0.59578836,0.6549033,0.5572769,0.6423567,0.60163087,0.5954356,0.58364844,0.5592111,0.5268784,0.51909643,0.5940377,0.4804495,0.47869232,0.4729092,0.54020524,0.44179893,0.47921363,0.47446093,0.42842802,0.40841678,0.4660171,0.5255211,0.40151015,0.4880166,0.471176,0.44935492,0.50120354,0.41387287,0.42761013,23.694105
1,2.0,0.981867313,0.759086311,0.626815498,0.618031383,0.662187397,0.553315938,0.648044944,0.596286118,0.547685027,0.583109379,0.556803942,0.519462705,0.52416873,0.635502577,0.478622854,0.462157309,0.462231398,0.541353583,0.441132754,0.491008788,0.479942083,0.413648665,0.451442689,0.442660451,0.523469508,0.408349276,0.463178515,0.463931769,0.429130256,0.504453301,0.414360195,0.43959111,24.4,0.94352436,0.73925906,0.67081153,0.5977988,0.65257543,0.5608914,0.6474066,0.60524035,0.5986582,0.5936785,0.5636279,0.53061664,0.51945853,0.5917066,0.48076868,0.48014653,0.47715738,0.5435599,0.4448113,0.47953406,0.4732589,0.42910329,0.41292194,0.4670295,0.5291956,0.40640816,0.48210636,0.47402093,0.44881812,0.50806004,0.4127083,0.42427015,23.910524
1,3.0,0.947255731,0.686305583,0.595128655,0.717297971,0.659457922,0.630646586,0.619160891,0.613181829,0.579040647,0.554383337,0.553876877,0.52091682,0.535386264,0.60833782,0.472163945,0.467977941,0.474866092,0.535934627,0.456213474,0.473635852,0.460944951,0.414136887,0.432973415,0.455454618,0.509945273,0.405183792,0.463480324,0.454029381,0.437142521,0.508351147,0.416596591,0.435838461,22.0,0.98451155,0.7284,0.61844957,0.5664117,0.6082662,0.5387376,0.5899706,0.5846486,0.56092304,0.53889394,0.5436952,0.4955707,0.5097332,0.58673304,0.4765321,0.4238593,0.44208637,0.52638024,0.425105,0.45791918,0.5073467,0.40288153,0.3959889,0.42005944,0.48704886,0.3724461,0.43490663,0.43167204,0.39434445,0.47664404,0.40842614,0.40462148,24.481781
1,2.0,0.991349459,0.744562566,0.616638541,0.622260153,0.667597294,0.557741165,0.647515655,0.597373784,0.54243809,0.5825423,0.554499507,0.517282546,0.516137779,0.626124263,0.475200444,0.468369424,0.485477328,0.541241825,0.443572432,0.484661043,0.478936166,0.407366395,0.435287744,0.440520436,0.514740288,0.387650698,0.458860308,0.467879951,0.427319944,0.507460296,0.415352196,0.438922584,24.1,0.98101807,0.7669171,0.6834984,0.615571,0.67876244,0.57545483,0.65816206,0.6194344,0.60865164,0.59987587,0.57768583,0.5396891,0.5372988,0.6076777,0.49554622,0.48709852,0.48782924,0.55282724,0.45729417,0.48957843,0.50059587,0.44008434,0.42162344,0.4793226,0.5382813,0.41286558,0.49950072,0.48165467,0.45389104,0.5173736,0.42600057,0.4466836,24.602154
1,3.0,0.909106553,0.683146298,0.694775343,0.67857492,0.656288624,0.574813008,0.655337572,0.60295409,0.590724409,0.550945997,0.547085106,0.521116316,0.509092391,0.614470303,0.487507552,0.464440644,0.489848197,0.522223234,0.450829387,0.482814252,0.486396849,0.412060887,0.4290905,0.453162581,0.523635924,0.393206656,0.457566172,0.456750482,0.427750856,0.512488842,0.425002456,0.444361389,29.7,0.9496707,0.7446889,0.67403865,0.59969443,0.6577314,0.563938,0.6488927,0.60910845,0.5991796,0.59707516,0.568604,0.5325299,0.5211411,0.5944742,0.48260945,0.4833322,0.47997156,0.54522073,0.44738638,0.48097995,0.47480455,0.42834398,0.4147234,0.46830258,0.5330862,0.40968996,0.48381698,0.47506672,0.44878253,0.5090504,0.41513476,0.427974,24.01895
1,2.0,0.915512562,0.662580788,0.594889641,0.686081111,0.647384822,0.650119483,0.617263138,0.621992469,0.578568041,0.579311609,0.552709341,0.517136872,0.518395185,0.604065418,0.461071044,0.45088324,0.479246616,0.536314547,0.448653162,0.477718949,0.493154585,0.397104859,0.439931273,0.452472359,0.513564169,0.399867684,0.471141875,0.450707227,0.423601717,0.511130571,0.420660138,0.439888477,21.0,0.9500675,0.7357237,0.6647229,0.59108204,0.6504974,0.5561884,0.6424479,0.6059321,0.59324175,0.5844148,0.56159437,0.5258578,0.51298785,0.5770143,0.477979,0.48162788,0.47400492,0.53987336,0.44023335,0.47512275,0.48074806,0.4255622,0.41087955,0.46399024,0.51952374,0.40561363,0.47619954,0.4676164,0.44316855,0.50261706,0.41319892,0.4256993,23.753633
1,4.0,0.95770812,0.717433929,0.699159443,0.592558622,0.651535988,0.626878977,0.671954095,0.606609643,0.543296397,0.576550007,0.559191287,0.528014481,0.535178125,0.575709283,0.464184493,0.451690435,0.483025968,0.526487231,0.437184155,0.475240558,0.477623194,0.408705354,0.428110242,0.447224647,0.520718098,0.387104392,0.462123245,0.455990583,0.437813848,0.502599716,0.416705579,0.437435061,28.2,0.9776062,0.725587,0.6180099,0.5643252,0.6103693,0.5400149,0.5908241,0.5826647,0.5588448,0.53620595,0.5420828,0.49410865,0.513183,0.58448327,0.47561264,0.42387015,0.44196177,0.52595335,0.42449448,0.45809853,0.5045447,0.40247062,0.39873174,0.4216911,0.48599645,0.37302408,0.4369677,0.42988244,0.3959885,0.4734142,0.40819922,0.40803865,24.613884
1,2.0,0.954781473,0.7286731,0.583891571,0.68251729,0.641803682,0.623611748,0.661517978,0.607710481,0.569264472,0.537064373,0.563793778,0.530011714,0.551775217,0.588355899,0.482288361,0.466001868,0.456743836,0.536390603,0.442755401,0.49117738,0.483038992,0.403222263,0.429643571,0.448891491,0.514376462,0.394726336,0.467319459,0.459521562,0.427672386,0.51588738,0.422919333,0.432862908,22.6,0.9602543,0.7468835,0.67507756,0.6011826,0.66229737,0.565439,0.65119815,0.6125573,0.60018766,0.59623617,0.571328,0.53456295,0.5216915,0.5913634,0.484105,0.48730922,0.4820055,0.5471386,0.44766676,0.4817601,0.48237684,0.429358,0.4170727,0.46958616,0.5309511,0.41226512,0.48379204,0.476666,0.44888324,0.510525,0.41733623,0.43136135,24.142796
1,4.0,0.898953378,0.655166447,0.595946729,0.678556502,0.655967534,0.637184143,0.589819312,0.60107851,0.577530265,0.571425557,0.558767557,0.50420177,0.536397994,0.582606256,0.463119149,0.459573686,0.472414404,0.53284049,0.42853412,0.469275773,0.46812278,0.398045242,0.428762197,0.451929897,0.51229924,0.392586112,0.464913368,0.452784836,0.422637522,0.498199046,0.414485276,0.444104046,20.8,0.9707199,0.7063697,0.6015676,0.5525661,0.5895658,0.52299035,0.5704663,0.5637264,0.53647554,0.51598704,0.5233796,0.48311076,0.49219757,0.5609144,0.4639539,0.40519425,0.42843112,0.5108901,0.4100906,0.4444544,0.49526682,0.3823436,0.38856834,0.40592042,0.46858642,0.3601109,0.42651427,0.41628355,0.38922256,0.46227583,0.39431468,0.38985267,23.850801
1,3.0,0.986280799,0.756178021,0.683971822,0.548767388,0.653018594,0.621699393,0.597223938,0.612842739,0.553178906,0.545354605,0.563467264,0.528076053,0.533736587,0.615037739,0.464281261,0.459893852,0.462617338,0.548262894,0.440997332,0.473709404,0.479125917,0.422200322,0.435012609,0.446930647,0.520335317,0.400049031,0.459308207,0.464697301,0.429078072,0.504935086,0.403761894,0.438541114,26.5,0.98008573,0.7264759,0.61852586,0.56497353,0.61056685,0.54070735,0.59131974,0.5827924,0.5595657,0.5370143,0.54256517,0.49462596,0.51286936,0.5846442,0.47619486,0.4241242,0.44246283,0.52620447,0.42500004,0.4585735,0.5061002,0.4027678,0.39859644,0.42218947,0.4865375,0.37305564,0.43703377,0.4302347,0.39628798,0.47407636,0.40844426,0.4074831,24.623035
